Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
41237.0,-10.2817840384715,6.30238478416897,-13.271718028752,8.92511547634157,-9.97557831146449,-2.83251346361162,-12.7032526593299,6.70684583868978,-7.07842395823848,-12.8056831898117,6.78605830197451,-13.0642398936784,1.1795245105938,-13.694873039573,0.951479176238826,-10.9542857275047,-20.5835927904158,-7.51726213169106,2.87235363605874,-0.247647527731929,2.47941350799644,0.366932842343897,0.0428046480276363,0.478278891799746,0.157770817898023,0.329900959238367,0.163504340964582,-0.485552212695879,118.3,1
143434.0,-2.7294819717688,3.31249456257958,-4.24271044395109,5.03698507739508,-0.376561160600044,-1.53246175254658,-3.44915850302961,1.85683931947767,-3.62333368933656,-5.6536376856402,3.94231582587852,-5.8837243606062,-1.34781373713666,-9.26612018494559,-2.4595563246821,-2.20564448269106,-5.70908680498665,-1.11393664017816,-1.55653021213315,0.164287792503557,0.72741506386268,-0.301431744500987,-0.502433327315861,-0.462308576168739,0.510682747439828,0.0466646930679243,0.514645779891103,0.140998673095746,1.0,1
110547.0,-1.53281036094493,2.23275183861699,-5.92310007493809,3.38670841159996,-0.15344334000728,-1.41974768064009,-3.8785763388613,1.44465586239817,-1.46554214173397,-5.20833459337633,4.54630106888309,-7.76119403219115,1.15954032168956,-5.23161145654992,-0.171642119460071,-4.71982949844975,-4.84799196061678,-1.13432874514983,3.52773827223549,0.520839865969216,0.632504705856676,-0.070837950713368,-0.490291315112446,-0.359983126080465,0.0506775325943162,1.09567132878655,0.471741401676933,-0.106667140739625,0.76,1
53076.0,1.29623080363477,0.417447287721689,0.193963067987499,0.901644194576026,0.13053136701763,-0.371634020776762,0.158125823740231,-0.202668656827626,-0.0795117562857989,-0.0450882478448673,-0.876737591678351,0.687487636238951,1.5747177026257,-0.0077912302905812,0.948315691837591,0.37715383740261,-0.868182736046053,-0.0671351121445059,-0.0644929660672327,-0.0295593500917474,-0.112113509551068,-0.2200020323662,-0.121021883862135,-0.440454448442227,0.671540040565908,-0.413518433654353,0.0328380408333744,0.0206001971066775,1.18,1
67571.0,-0.758468652663917,-0.0454102784513458,-0.168438290153528,-1.31327481447103,-1.9017625315847,0.739433414882114,3.07189204639003,-0.483422244220096,0.61820276215476,-1.7690597207318,-0.651414013964987,-0.0054232908009888,-0.517194341398293,0.217469760178719,0.883558824493356,-1.17397764863161,0.24334710955825,-0.342300728238465,0.68705620239513,-0.0324998988871344,0.0426194565214976,0.397223782011498,0.0722288654476503,-0.242275996603303,0.560916469624214,-0.540954584325348,0.150606446374032,-0.117140114799884,549.06,1
75706.0,-4.26122638812183,2.80929784057692,-3.69869385024435,3.80279800189565,-3.57327967859458,-1.4034786557315,-4.88956332235522,1.68400961859607,-2.73157448106074,-5.62201171242542,3.12423052747609,-7.10450164574621,0.123206429265525,-7.10963819536638,0.38092917254807,-7.26705439123808,-12.1292714110065,-4.80748784494404,2.55289495332284,0.389386770773283,0.967389082952952,-0.0424286370838008,-0.254397605470847,0.292597111483693,0.0987697633922914,-0.331993005724943,0.576056058902429,0.847692727616945,109.9,0
73667.0,-3.42385409966858,1.57943782547084,-1.33845175724521,1.01232673045919,-1.36365098762697,-1.06336726974152,-1.64317785384119,0.783429374656288,-0.356442130452831,-1.56210800100088,1.29849743797283,-3.45293689226903,-1.28309549430845,-3.09971575472828,1.41000451811111,-2.3711514191693,-4.3399893001201,-2.23034695623665,0.149617900914773,0.073916546009752,0.0026882427042678,-0.683664830430449,0.209909540899123,-0.0316260733158348,-0.0715052218215596,0.0482804229388762,-0.22521633787975,-0.189759444456192,8.99,0
166049.0,-2.58915770222875,3.07521540672801,-2.55571646327315,-1.30487339202249,-0.197709586790322,-2.0222805690777,0.582319501364498,0.861011981292554,0.458184563777869,1.01286185790495,-1.28178363975973,0.301578802746478,-0.2884641817537,1.21496476614271,-0.168106496813068,-0.42178859518467,0.0334504314924375,-0.338136738477765,-0.337687337740179,0.480554581984799,0.157700464267561,0.713896644573903,-0.0034935721342029,-0.0064822796202418,0.126816585654227,0.12957526610219,0.751129802885999,0.510107518649235,3.85,0
158396.0,-2.02530395712987,2.40753440485192,-3.20801265826068,-2.61972437225201,3.06082800444187,2.60351076167985,0.835750621879976,0.909515250403864,0.942020730920466,1.98954428501351,-0.0269570798759659,0.0218752007079109,-0.446101162178947,0.474020917121946,0.347475137562005,-0.872819835830065,-0.487858219513516,-0.618007809628755,-0.50541161023227,1.00478590998834,0.003010331066207,0.639068187899208,-0.0940774090917944,0.720121872964992,0.136369773490303,0.118931809889679,0.961720933299789,0.459165322171845,0.85,0
57937.0,-1.33709565144717,1.70201659328664,0.724612107949541,0.0005509322505245,-0.738280093840729,-1.01749554962458,-0.006099956650734,0.788881130211528,-0.556649355798704,-0.455373896298971,-0.655259299696963,0.340871533805329,0.271935659726151,0.681011201414718,0.775374184722193,0.420788463637428,-0.0737773577381496,-0.305513677351603,-0.0249433541200563,0.0084880894721221,-0.174663427655264,-0.632791794107602,0.0857935970930262,0.359933048338211,-0.0926420304767362,0.080640350985565,0.131433620210491,0.0443918968567204,9.72,0
